timestamp,X,Y,Z
1788345217941,83.121128,-39.597192,-3.368271
1788345218042,83.069451,-39.563215,-3.448095
1788345218143,83.036577,-39.576776,-3.576112
1788345218244,83.067490,-39.597895,-3.507313
1788345218345,83.073767,-39.645898,-3.417694
1788345218445,83.092755,-39.662273,-3.385838
1788345218546,83.103779,-39.640260,-3.371083
1788345218647,83.089456,-39.619909,-3.375535
1788345218748,83.107508,-39.630038,-3.307987
1788345218849,83.110623,-39.614547,-3.330062
1788345218950,83.116886,-39.614711,-3.310802
1788345219051,83.124065,-39.590382,-3.383557
1788345219152,83.075618,-39.592537,-3.408000
1788345219253,83.085242,-39.598111,-3.368680
1788345219353,83.020902,-39.657058,-3.474033
1788345219454,83.069792,-39.676296,-3.389031
1788345219555,83.038400,-39.667492,-3.370373
1788345219656,83.015601,-39.612580,-3.385782
1788345219757,82.933994,-39.590457,-3.424641
1788345219858,82.934452,-39.545371,-3.403126
1788345219959,82.974504,-39.550354,-3.373645
1788345220060,82.937594,-39.628460,-3.300044
1788345220161,82.899707,-39.537100,-3.346839
1788345220261,82.864777,-39.517460,-3.356812
1788345220362,82.825394,-39.476612,-3.461401
1788345220463,82.812642,-39.479655,-3.478904
1788345220564,82.828850,-39.469566,-3.466151
1788345220665,82.830592,-39.447611,-3.497806
1788345220766,82.823523,-39.443673,-3.500530
1788345220867,82.736506,-39.420638,-3.629750
1788345220968,82.722443,-39.411489,-3.642401
1788345221069,82.722846,-39.379777,-3.608957
1788345221169,82.699760,-39.389469,-3.612711
1788345221270,82.661545,-39.406015,-3.565245
1788345221371,82.684043,-39.550098,-3.320956
1788345221472,82.657638,-39.706198,-3.039216
1788345221573,82.770650,-39.829111,-2.830863
1788345221674,83.093254,-39.901709,-2.333187
1788345221775,83.262888,-39.915926,-1.983489
1788345221876,83.264220,-39.956873,-1.902425
1788345221977,83.281876,-39.915475,-1.823712
1788345222077,83.003348,-39.874545,-2.227412
1788345222178,82.914918,-39.808702,-2.450089
1788345222279,82.880821,-39.758873,-2.610188
1788345222380,82.864538,-39.728929,-2.645920
1788345222481,82.876382,-39.756947,-2.613946
1788345222582,82.799084,-39.746237,-2.689064
1788345222683,82.833809,-39.762219,-2.579243
1788345222784,82.853780,-39.752312,-2.640279
1788345222885,82.846288,-39.728997,-2.615581
1788345222985,82.892644,-39.742805,-2.539872
1788345223086,82.815914,-39.723038,-2.613733
1788345223187,82.762768,-39.767448,-2.586788
1788345223288,82.783682,-39.756120,-2.625290
1788345223389,82.727675,-39.728516,-2.750649
1788345223490,82.731978,-39.707762,-2.815622
1788345223591,82.697280,-39.678819,-2.875755
1788345223692,82.628603,-39.649460,-2.976129
1788345223793,82.564775,-39.577852,-3.183152
1788345223893,82.553416,-39.573648,-3.174525
1788345223994,82.611773,-39.568184,-3.124908
1788345224095,82.565184,-39.558714,-3.222494
1788345224196,82.537174,-39.537486,-3.252388
1788345224297,82.543731,-39.543452,-3.209356
1788345224398,82.492634,-39.535249,-3.330526
1788345224499,82.508849,-39.556347,-3.251008
1788345224600,82.471297,-39.560237,-3.314225
1788345224700,82.460013,-39.558871,-3.314668
1788345224801,82.413739,-39.577224,-3.353109
1788345224902,82.428417,-39.626288,-3.285117
1788345225003,82.437624,-39.606320,-3.266527
1788345225104,82.430876,-39.609210,-3.159265
1788345225205,82.452036,-39.586810,-3.079142
1788345225306,82.480675,-39.618335,-2.975722
1788345225407,82.462561,-39.661768,-2.863903
1788345225508,82.467410,-39.665354,-2.813166
1788345225608,82.423772,-39.677768,-2.852647
1788345225709,82.396083,-39.731364,-2.871310
1788345225810,82.393829,-39.739127,-2.930985
1788345225911,82.309237,-39.761096,-2.981584
1788345226012,82.289873,-39.849622,-2.780035
1788345226113,82.450294,-39.948632,-2.461565
1788345226214,82.311170,-39.769876,-2.801501
1788345226315,82.419462,-39.877520,-2.413552
1788345226416,82.346188,-39.849926,-2.477583
1788345226516,82.261405,-39.847177,-2.562889
1788345226617,82.158939,-39.815082,-2.748931
1788345226718,82.208020,-39.854707,-2.550657
1788345226819,82.182400,-39.863139,-2.645798
1788345226920,82.155161,-39.798034,-2.703001
1788345227021,82.251091,-39.857323,-2.598351
1788345227122,82.230437,-39.853198,-2.659527
1788345227223,82.186785,-39.830030,-2.768116
1788345227324,82.162490,-39.799587,-2.775055
1788345227424,82.175058,-39.751158,-2.768399
1788345227525,82.175727,-39.769733,-2.702334
1788345227626,82.130675,-39.638333,-2.648803
1788345227727,82.130764,-39.669568,-2.764256
1788345227828,82.063371,-39.643938,-2.847011
1788345227929,82.155182,-39.693754,-2.561837
1788345228030,82.035845,-39.696213,-2.766810
1788345228131,82.014890,-39.627672,-2.787504
1788345228232,81.980459,-39.634703,-2.760122
1788345228332,81.975227,-39.641195,-2.669630
1788345228433,81.941493,-39.609582,-2.726336
1788345228534,81.884536,-39.590116,-2.819985
1788345228635,81.856600,-39.626456,-2.844824
1788345228736,81.860022,-39.611259,-2.822901
1788345228837,81.887459,-39.609981,-2.791784
1788345228938,81.877473,-39.604387,-2.796154
1788345229039,81.811384,-39.638504,-2.738104
1788345229140,81.794329,-39.626138,-2.742747
1788345229240,81.723685,-39.617997,-2.844855
1788345229341,81.668415,-39.604582,-2.913567
1788345229442,81.688694,-39.608639,-2.848017
1788345229543,81.684759,-39.586670,-2.837026
1788345229644,81.726902,-39.587998,-2.892519
1788345229745,81.699970,-39.572490,-3.035468
1788345229846,81.754885,-39.495876,-2.987080
1788345229947,81.780444,-39.460612,-3.019671
1788345230048,81.821821,-39.460752,-3.006190
1788345230148,81.930407,-39.399147,-2.997655
1788345230249,82.019405,-39.398365,-2.939154
1788345230350,82.041097,-39.417469,-2.926077
1788345230451,82.084448,-39.427711,-2.941077
1788345230552,82.109604,-39.439517,-2.985439
1788345230653,82.203949,-39.594610,-2.886152
1788345230754,82.094359,-39.626749,-2.908930
1788345230855,82.138291,-39.693385,-2.929130
1788345230955,82.086559,-39.726453,-2.968668
